mS#id1	mS#id2	mD#data	C#preferential	C#jaccard	C#adamic_adar	C#distance	D#flpa	D#louvain	D#markov	D#sbm	cD#class
114	174	train	70	0.21428571428571427	1.9640173895637054	2	1	1	0	1	1
76	93	train	90	0.26666666666666666	3.2508650059030346	2	1	1	1	1	1
114	174	train	70	0.21428571428571427	1.9640173895637054	2	1	1	0	1	1
142	328	train	136	0.19047619047619047	3.2030515348476802	2	0	1	0	1	1
142	329	train	85	0.0	0	3	0	1	0	0	1
20	356	train	2	0.5	0.4170323914242463	2	0	0	1	0	1
93	142	train	170	0.125	1.5573528948360185	2	0	1	0	1	1
114	394	train	14	0.0	0	3	1	1	0	1	1
16	279	train	0	0.0	0	680	0	0	0	0	1
142	594	train	17	0.0	0	680	1	1	1	0	1
33	155	train	55	0.14285714285714285	2.352934267515801	2	0	1	1	0	1
100	611	train	70	0.0	0	3	1	1	0	0	1
13	293	train	119	0.0	0	3	1	0	0	0	1
73	196	train	4	0.0	0	5	0	0	0	0	1
114	164	train	42	0.08333333333333333	0.9102392266268373	2	1	1	0	1	1
20	356	train	2	0.5	0.4170323914242463	2	0	0	1	0	1
485	572	train	54	0.25	1.6107616156611522	2	1	1	1	0	1
309	312	train	2	0.0	0	680	0	0	0	0	1
13	293	train	119	0.0	0	3	1	0	0	0	1
33	469	train	11	0.09090909090909091	0.5581106265512472	2	0	1	0	0	1
494	608	train	60	0.23076923076923078	1.4683498531780845	2	0	1	0	1	1
76	93	train	90	0.26666666666666666	3.2508650059030346	2	1	1	1	1	1
13	405	train	68	0.10526315789473684	0.9360179602764065	2	1	0	0	0	1
339	381	train	44	0.15384615384615385	0.7553857282466059	2	0	1	0	1	1
106	193	train	240	0.10714285714285714	1.5964779525351054	2	0	1	0	1	1
221	350	train	16	0.3333333333333333	1.179445561110859	2	0	1	1	1	1
40	345	train	0	0.0	0	680	0	0	0	0	1
75	205	train	1	0.0	0	6	0	1	0	1	1
100	457	train	42	0.0	0	3	0	1	0	0	1
74	426	train	16	0.0	0	4	1	1	1	0	1
569	603	train	42	0.625	2.4250593206216506	2	1	1	1	1	1
93	304	train	60	0.06666666666666667	0.4170323914242463	2	0	1	0	1	1
32	33	train	132	0.045454545454545456	0.9102392266268373	2	0	0	0	0	1
196	385	train	6	0.0	0	3	1	1	0	1	1
58	119	train	72	0.125	1.8204784532536746	2	1	1	0	0	1
304	314	train	42	0.0	0	3	0	1	0	0	1
1	75	train	2	0.0	0	4	1	1	0	0	1
93	328	train	80	0.058823529411764705	0.48089834696298783	2	0	1	0	1	1
293	553	train	63	0.3333333333333333	1.9429895136057411	2	1	1	1	1	1
32	339	train	132	0.0	0	3	0	1	0	1	1
318	328	train	72	0.0625	0.48089834696298783	2	0	1	0	1	1
119	148	train	84	0.0	0	3	0	0	0	0	1
114	174	train	70	0.21428571428571427	1.9640173895637054	2	1	1	0	1	1
68	577	train	0	0.0	0	680	0	0	0	0	1
11	440	train	16	0.14285714285714285	0.6213349345596119	2	1	1	1	1	1
339	381	train	44	0.15384615384615385	0.7553857282466059	2	0	1	0	1	1
142	328	train	136	0.19047619047619047	3.2030515348476802	2	0	1	0	1	1
93	142	train	170	0.125	1.5573528948360185	2	0	1	0	1	1
142	304	train	102	0.0	0	3	0	1	0	1	1
303	587	train	22	0.0	0	3	0	1	0	0	1
75	205	train	1	0.0	0	6	0	1	0	1	1
164	174	train	60	0.14285714285714285	1.9565933832587141	2	1	1	0	1	1
93	142	train	170	0.125	1.5573528948360185	2	0	1	0	1	1
142	328	train	136	0.19047619047619047	3.2030515348476802	2	0	1	0	1	1
13	34	train	136	0.041666666666666664	0.48089834696298783	2	1	1	0	0	1
115	427	train	24	0.0	0	3	1	1	0	0	1
118	456	train	12	0.0	0	680	1	1	1	0	1
43	559	train	20	0.0	0	4	0	1	0	1	1
33	290	train	55	0.0	0	4	0	0	0	0	1
205	311	train	3	0.0	0	4	0	1	0	0	1
23	55	train	120	0.15	1.8081699650140715	2	1	0	0	1	1
93	328	train	80	0.058823529411764705	0.48089834696298783	2	0	1	0	1	1
29	55	train	64	0.06666666666666667	0.48089834696298783	2	0	0	0	1	1
33	43	train	55	0.06666666666666667	0.9102392266268373	2	1	1	0	0	1
114	132	train	14	0.0	0	3	0	1	0	0	1
290	375	train	25	0.1111111111111111	0.5138983423697507	2	0	0	0	1	1
193	543	train	80	0.10526315789473684	1.2891624083167885	2	0	1	0	0	1
293	405	train	28	0.1	0.43429448190325176	2	1	1	0	1	1
142	318	train	153	0.18181818181818182	2.317825472979587	2	1	1	1	1	1
329	339	train	55	0.0	0	3	0	1	0	0	1
68	172	train	54	0.25	1.660343908073847	2	1	0	0	1	1
106	148	train	105	0.047619047619047616	0.48089834696298783	2	0	0	0	1	1
435	634	train	12	0.0	0	3	1	1	1	1	1
114	132	train	14	0.0	0	3	0	1	0	0	1
51	192	train	126	0.0	0	3	0	1	0	1	1
23	641	train	45	0.058823529411764705	0.6213349345596119	2	0	0	0	0	1
142	318	train	153	0.18181818181818182	2.317825472979587	2	1	1	1	1	1
119	303	train	132	0.0	0	3	0	0	0	0	1
633	655	train	4	0.3333333333333333	0.48089834696298783	2	1	1	1	1	1
406	446	train	0	0.0	0	680	0	0	0	1	1
76	93	train	90	0.26666666666666666	3.2508650059030346	2	1	1	1	1	1
43	81	train	50	0.0	0	3	0	0	0	1	1
347	558	train	35	0.2	0.9481928242730024	2	1	1	1	1	1
469	559	train	4	0.0	0	3	0	1	0	1	1
330	477	train	30	0.18181818181818182	0.9605402309330919	2	1	1	0	0	1
5	252	train	0	0.0	0	680	0	0	0	1	1
449	559	train	16	0.0	0	4	0	1	0	1	1
314	494	train	42	0.08333333333333333	0.5138983423697507	2	0	1	0	0	1
118	269	train	12	0.0	0	3	0	1	0	0	1
142	328	train	136	0.19047619047619047	3.2030515348476802	2	0	1	0	1	1
106	442	train	120	0.15	2.5664721657152896	2	0	1	0	1	1
